vin,customer_name,customer_contact,service_date,odometer_reading,complaint,diagnosis,recommended,service_performed,parts_used,labor_hours_billed,technician,invoice_total,make,model,year,created_at,shop_id
SYNTHVIN000890,James Johnson,-5398,12/24/2023 0:00,1731,car won't start after sitting overnight,parasitic draw,AC system recharge,Transmission fluid flush,Oil filter - FRAM PH2,2.65,Carlos Garcia,1179.52,Dodge,Ram 1500,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000890,James Johnson,-5398,4/16/2024 0:00,14130,AC not cold enough,unable to replicate,AC system recharge,Tire balancing,Alternator Duralast,6.76,Tina Brown,1137.7,Dodge,Ram 1500,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000890,James Johnson,-5398,10/25/2021 0:00,26529,AC not cold enough,no fault found,AC system recharge,Tire balancing,O2-SENSOR-BOSCH,1.9,Mike D.,82.42,VW,Jetta,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000890,James Johnson,-5398,10/21/2021 0:00,38928,check brakes - squeak,parasitic draw,AC system recharge,Customer declined service,SP-134A,2.55,Unassigned,591.86,Dodge,Ram 1500,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000891,John Martinez,-10834,3/9/2022 0:00,1731,AC not cold enough,parasitic draw,Brake pad replacement,Tire balancing,Brake pads - Wagner,1.37,Tina Brown,1070.83,Ford,Escape,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000891,John Martinez,-10834,12/2/2021 0:00,14130,AC not cold enough,O2 sensor fault,Brake pad replacement,Warranty repair - no charge,,3.75,Carlos Garcia,8.85,Nissan,Altima,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000891,John Martinez,-10834,8/5/2023 0:00,26529,AC not cold enough,bad starter relay,Brake pad replacement,Warranty repair - no charge,Oil filter - FRAM PH2,3.43,Mike D.,395.45,Chevrolet,Silverado,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000892,Mike Anderson,-7461,4/29/2023 0:00,1731,AC not cold enough,suspected alternator issue,Throttle body cleaning,Electrical diagnostic,Battery NAPA-65,2.11,John Doe,172.53,Hyundai,Elantra,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000892,Mike Anderson,-7461,9/13/2022 0:00,14130,oil leaking in driveway,no fault found,Throttle body cleaning,Brake pad replacement,SP-134A,3.92,Laura Smith,743.08,VW,Jetta,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000892,Mike Anderson,-7461,3/16/2025 0:00,26529,car won't start after sitting overnight,low refrigerant,Throttle body cleaning,Deferred,,0.95,nan,1171.88,Chevrolet,Silverado,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000893,Jane Smith,-5866,3/23/2023 0:00,1731,trans slipping after warm up,parasitic draw,Brake pad replacement,Tire balancing,Transmission fluid,4.36,Tina Brown,592.17,Jeep,Grand Cherokee,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000893,Jane Smith,-5866,10/1/2024 0:00,14130,check brakes - squeak,suspected transmission issue,Brake pad replacement,Tire balancing,,1.47,Unassigned,463.68,Toyota,Camry,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000894,James Hodges,-8549,12/21/2023 0:00,1731,engine light randomly comes on,parasitic draw,Oil pan replacement,Warranty repair - no charge,Transmission fluid,5.3,Carlos Garcia,789.77,Ford,Escape,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000894,James Hodges,-8549,4/14/2024 0:00,14130,trans slipping after warm up,unable to replicate,Oil pan replacement,Head gasket replacement,,6.18,Tina Brown,688.04,Ford,Mustang,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000895,James Johnson,-5398,1/5/2024 0:00,1731,customer states loud knocking sound,suspected transmission issue,Alternator replacement,Customer declined service,,3.31,Laura Smith,914.08,Ford,Escape,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000895,James Johnson,-5398,11/7/2021 0:00,14130,check brakes - squeak,low refrigerant,Alternator replacement,Customer declined service,SP-134A,4.18,Mike D.,484.91,Dodge,Ram 1500,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000895,James Johnson,-5398,11/30/2021 0:00,26529,trans slipping after warm up,parasitic draw,Alternator replacement,Head gasket replacement,Alternator Duralast,6,Laura Smith,43.58,Jeep,Grand Cherokee,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000896,Robert Doe,-5757,2/3/2024 0:00,1731,trans slipping after warm up,low refrigerant,Throttle body cleaning,Tire balancing,,1.86,Tina Brown,456.5,Toyota,Camry,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000896,Robert Doe,-5757,6/29/2024 0:00,14130,check brakes - squeak,no fault found,Throttle body cleaning,Deferred,,1.09,Unassigned,628.78,Ford,Escape,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000896,Robert Doe,-5757,2/17/2022 0:00,26529,battery keeps dying,O2 sensor fault,Throttle body cleaning,Customer declined service,Oil filter - FRAM PH2,3.04,John Doe,1099.17,Ford,Escape,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000897,James Hodges,-8549,3/17/2024 0:00,1731,AC not cold enough,worn alternator bearings,Battery replacement,Customer declined service,Brake pads - Wagner,2.98,John Doe,263.64,Ford,Escape,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000898,Emily Johnson,-2970,4/21/2024 0:00,1731,steering wheel shakes bad,parasitic draw,Oil pan replacement,Head gasket replacement,O2-SENSOR-BOSCH,5.78,Laura Smith,822.98,Jeep,Grand Cherokee,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000898,Emily Johnson,-2970,12/1/2023 0:00,14130,customer states loud knocking sound,bad starter relay,Oil pan replacement,Head gasket replacement,Oil filter - FRAM PH2,4.18,Carlos Garcia,717.87,Toyota,Camry,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000899,James Johnson,-5398,5/5/2022 0:00,1731,battery keeps dying,unable to replicate,AC system recharge,Head gasket replacement,O2-SENSOR-BOSCH,1.08,Unassigned,799.9,Toyota,Camry,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000899,James Johnson,-5398,9/16/2024 0:00,14130,car won't start after sitting overnight,suspected transmission issue,AC system recharge,Transmission fluid flush,Oil filter - FRAM PH2,2,Laura Smith,156.33,Hyundai,Elantra,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000899,James Johnson,-5398,1/5/2023 0:00,26529,car won't start after sitting overnight,suspected alternator issue,AC system recharge,Electrical diagnostic,Transmission fluid,0.72,Laura Smith,896.05,Nissan,Altima,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000900,Carlos Smith,-9200,9/19/2023 0:00,1731,check brakes - squeak,low refrigerant,Sensor replacement,Transmission fluid flush,Alternator Duralast,2.88,Carlos Garcia,820.29,Hyundai,Elantra,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000901,Laura Johnson,-3832,11/20/2021 0:00,1731,trans slipping after warm up,worn alternator bearings,Tire balancing,Spark plug replacement,Oil filter - FRAM PH2,0.87,Unassigned,265.6,Hyundai,Elantra,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000901,Laura Johnson,-3832,10/29/2024 0:00,14130,oil leaking in driveway,suspected alternator issue,Tire balancing,Spark plug replacement,,6.37,Tina Brown,477.65,VW,Jetta,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000901,Laura Johnson,-3832,6/29/2023 0:00,26529,AC not cold enough,suspected transmission issue,Tire balancing,Electrical diagnostic,SP-134A,4.39,John Doe,349.74,Nissan,Altima,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000902,Jane Davis,-5252,11/12/2022 0:00,1731,strange grinding noise,unable to replicate,Cap inspection or replacement,Customer declined service,Alternator Duralast,1.6,John Doe,293.54,Chevrolet,Silverado,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000902,Jane Davis,-5252,9/22/2022 0:00,14130,AC not cold enough,low refrigerant,Cap inspection or replacement,Deferred,Oil filter - FRAM PH2,4.02,nan,1150.17,Hyundai,Elantra,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000902,Jane Davis,-5252,1/30/2022 0:00,26529,battery keeps dying,O2 sensor fault,Cap inspection or replacement,Transmission fluid flush,Alternator Duralast,5.95,Mike D.,519.4,VW,Jetta,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000903,Jane Smith,-5866,3/9/2023 0:00,1731,AC not cold enough,no fault found,Brake pad replacement,Warranty repair - no charge,Transmission fluid,3.67,nan,193.77,Jeep,Grand Cherokee,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000903,Jane Smith,-5866,4/14/2023 0:00,14130,car won't start after sitting overnight,low refrigerant,Brake pad replacement,Tire balancing,SP-134A,4.69,Carlos Garcia,718.38,Chevrolet,Silverado,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000903,Jane Smith,-5866,9/17/2022 0:00,26529,check brakes - squeak,O2 sensor fault,Brake pad replacement,Tire balancing,Brake pads - Wagner,2.86,Laura Smith,518.77,Dodge,Ram 1500,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000904,James Hodges,-8549,9/8/2022 0:00,1731,engine light randomly comes on,bad starter relay,Brake pad replacement,Spark plug replacement,SP-134A,5.43,Unassigned,235.7,Ford,Escape,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000904,James Hodges,-8549,6/26/2023 0:00,14130,engine light randomly comes on,O2 sensor fault,Brake pad replacement,Tire balancing,,6.62,Unassigned,320.42,Chevrolet,Silverado,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000904,James Hodges,-8549,1/5/2023 0:00,26529,strange grinding noise,no fault found,Brake pad replacement,Warranty repair - no charge,,5.33,Unassigned,1056.73,Dodge,Ram 1500,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000905,James Hodges,-8549,3/25/2023 0:00,1731,trans slipping after warm up,suspected transmission issue,Oil pan replacement,Deferred,O2-SENSOR-BOSCH,6.21,Mike D.,624.29,Dodge,Ram 1500,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000905,James Hodges,-8549,8/4/2025 0:00,14130,steering wheel shakes bad,suspected transmission issue,Oil pan replacement,Electrical diagnostic,Battery NAPA-65,3,Carlos Garcia,303.64,VW,Jetta,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000905,James Hodges,-8549,11/11/2022 0:00,26529,strange grinding noise,suspected alternator issue,Oil pan replacement,Tire balancing,O2-SENSOR-BOSCH,4.77,Mike D.,654.94,Ford,Escape,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000906,John Martinez,-10834,7/25/2024 0:00,1731,check brakes - squeak,bad starter relay,Brake pad replacement,Deferred,Brake pads - Wagner,5.71,John Doe,996.88,Chevrolet,Silverado,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000906,John Martinez,-10834,1/9/2024 0:00,14130,strange grinding noise,parasitic draw,Brake pad replacement,Deferred,,3.32,Mike D.,1001.32,Chevrolet,Silverado,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000907,Emily Johnson,-2970,9/25/2021 0:00,1731,AC not cold enough,suspected alternator issue,Oil pan replacement,Transmission fluid flush,Oil filter - FRAM PH2,6.08,Laura Smith,564.86,Jeep,Grand Cherokee,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000907,Emily Johnson,-2970,3/27/2025 0:00,14130,trans slipping after warm up,likely spark plugs,Oil pan replacement,Transmission fluid flush,Transmission fluid,6.52,Carlos Garcia,494.2,Nissan,Altima,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000907,Emily Johnson,-2970,5/21/2023 0:00,26529,trans slipping after warm up,bad starter relay,Oil pan replacement,Spark plug replacement,Alternator Duralast,2.79,Unassigned,778.23,Toyota,Camry,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000907,Emily Johnson,-2970,1/28/2023 0:00,38928,trans slipping after warm up,unable to replicate,Oil pan replacement,Warranty repair - no charge,,6.43,Laura Smith,897.4,Toyota,Camry,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000907,Emily Johnson,-2970,4/27/2022 0:00,51327,car won't start after sitting overnight,suspected alternator issue,Oil pan replacement,Deferred,Brake pads - Wagner,5.71,nan,297.58,Honda,Civic,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000908,James Brown,-7910,2/4/2022 0:00,1731,trans slipping after warm up,parasitic draw,Battery replacement,Brake pad replacement,Oil filter - FRAM PH2,6.03,John Doe,631.67,Jeep,Grand Cherokee,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000908,James Brown,-7910,12/19/2024 0:00,14130,AC not cold enough,bad starter relay,Battery replacement,Deferred,,6.36,Unassigned,217.46,Nissan,Altima,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000909,James Brown,-7910,12/23/2022 0:00,1731,battery keeps dying,low refrigerant,Brake pad replacement,Customer declined service,,0.52,Tina Brown,408.7,Ford,Escape,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000909,James Brown,-7910,1/30/2023 0:00,14130,steering wheel shakes bad,suspected alternator issue,Brake pad replacement,Brake pad replacement,Battery NAPA-65,2.55,Mike D.,869.45,Chevrolet,Silverado,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000909,James Brown,-7910,7/29/2025 0:00,26529,AC not cold enough,likely spark plugs,Brake pad replacement,Spark plug replacement,SP-134A,4.99,nan,32.05,Chevrolet,Silverado,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000909,James Brown,-7910,7/5/2024 0:00,38928,trans slipping after warm up,worn alternator bearings,Brake pad replacement,Tire balancing,Alternator Duralast,1.69,nan,969.32,Nissan,Altima,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000910,Emily Johnson,-2970,11/19/2024 0:00,1731,check brakes - squeak,low refrigerant,AC system recharge,Electrical diagnostic,Brake pads - Wagner,3.61,John Doe,815.64,Dodge,Ram 1500,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000910,Emily Johnson,-2970,1/19/2024 0:00,14130,engine light randomly comes on,low refrigerant,AC system recharge,Electrical diagnostic,Battery NAPA-65,4.22,Mike D.,535.49,Toyota,Camry,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000910,Emily Johnson,-2970,8/28/2024 0:00,26529,engine light randomly comes on,unable to replicate,AC system recharge,Transmission fluid flush,Oil filter - FRAM PH2,2.8,Mike D.,80.88,Hyundai,Elantra,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000910,Emily Johnson,-2970,6/16/2024 0:00,38928,engine light randomly comes on,no fault found,AC system recharge,Head gasket replacement,Battery NAPA-65,4.61,nan,133.65,Jeep,Grand Cherokee,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000910,Emily Johnson,-2970,12/5/2023 0:00,51327,customer states loud knocking sound,worn alternator bearings,AC system recharge,Warranty repair - no charge,SP-134A,0.93,nan,290.12,VW,Jetta,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000911,Laura Smith,-4457,9/25/2022 0:00,1731,engine light randomly comes on,worn alternator bearings,Alternator replacement,Deferred,Alternator Duralast,3.08,nan,742.92,Ford,Mustang,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000911,Laura Smith,-4457,1/17/2023 0:00,14130,trans slipping after warm up,unable to replicate,Alternator replacement,Deferred,SP-134A,1.6,Unassigned,747.89,Honda,Civic,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000911,Laura Smith,-4457,8/5/2022 0:00,26529,AC not cold enough,O2 sensor fault,Alternator replacement,Customer declined service,,6.59,nan,1186.22,Ford,Mustang,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000911,Laura Smith,-4457,3/4/2024 0:00,38928,trans slipping after warm up,parasitic draw,Alternator replacement,Deferred,O2-SENSOR-BOSCH,0.87,Tina Brown,227.18,Ford,Mustang,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000912,Robert Doe,-5757,8/30/2022 0:00,1731,strange grinding noise,O2 sensor fault,Throttle body cleaning,Customer declined service,,4.17,Tina Brown,1162.17,Hyundai,Elantra,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000912,Robert Doe,-5757,11/8/2023 0:00,14130,strange grinding noise,worn alternator bearings,Throttle body cleaning,Customer declined service,Brake pads - Wagner,1.13,Unassigned,884.78,Honda,Civic,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000912,Robert Doe,-5757,1/3/2024 0:00,26529,customer states loud knocking sound,bad starter relay,Throttle body cleaning,Deferred,SP-134A,2.68,Tina Brown,497.42,Jeep,Grand Cherokee,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000913,John Smith,-9769,2/2/2024 0:00,1731,customer states loud knocking sound,suspected transmission issue,Oil pan gasket replacement,Warranty repair - no charge,O2-SENSOR-BOSCH,5.58,Unassigned,1021.94,Toyota,Camry,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000913,John Smith,-9769,10/23/2024 0:00,14130,customer states loud knocking sound,O2 sensor fault,Oil pan gasket replacement,Deferred,SP-134A,2.29,Tina Brown,452.32,VW,Jetta,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000913,John Smith,-9769,5/12/2024 0:00,26529,AC not cold enough,unable to replicate,Oil pan gasket replacement,Deferred,Oil filter - FRAM PH2,3.06,Mike D.,980.99,Ford,Escape,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000914,Jane Brown,-3954,8/23/2021 0:00,1731,steering wheel shakes bad,worn alternator bearings,Rotor machining or replacement,Electrical diagnostic,Brake pads - Wagner,0.78,Carlos Garcia,1091.89,Toyota,Camry,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000914,Jane Brown,-3954,6/24/2022 0:00,14130,engine light randomly comes on,O2 sensor fault,Rotor machining or replacement,Tire balancing,Battery NAPA-65,6.78,Mike D.,69.32,Ford,Mustang,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000914,Jane Brown,-3954,3/1/2022 0:00,26529,AC not cold enough,no fault found,Rotor machining or replacement,Transmission fluid flush,Oil filter - FRAM PH2,1.12,John Doe,1183.96,Honda,Civic,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000915,Carlos Smith,-9200,2/20/2023 0:00,1731,trans slipping after warm up,suspected transmission issue,Oil pan replacement,Electrical diagnostic,Brake pads - Wagner,1.12,Laura Smith,46.29,Ford,Mustang,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000915,Carlos Smith,-9200,6/4/2022 0:00,14130,customer states loud knocking sound,likely spark plugs,Oil pan replacement,Customer declined service,Alternator Duralast,2.15,nan,1037.83,Ford,Mustang,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000916,Carlos Smith,-9200,6/6/2023 0:00,1731,car won't start after sitting overnight,bad starter relay,Brake pad replacement,Brake pad replacement,Battery NAPA-65,1.96,Tina Brown,964.63,Honda,Civic,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000916,Carlos Smith,-9200,2/11/2024 0:00,14130,steering wheel shakes bad,unable to replicate,Brake pad replacement,Tire balancing,,5.08,Unassigned,69.69,Ford,Mustang,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000917,James Brown,-7910,7/23/2024 0:00,1731,oil leaking in driveway,suspected alternator issue,Battery replacement,Spark plug replacement,Battery NAPA-65,3.52,Carlos Garcia,1164.72,Ford,Mustang,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000917,James Brown,-7910,4/23/2023 0:00,14130,oil leaking in driveway,worn alternator bearings,Battery replacement,Customer declined service,Oil filter - FRAM PH2,0.57,Mike D.,578.13,Honda,Civic,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000918,Laura Johnson,-3832,7/26/2023 0:00,1731,car won't start after sitting overnight,no fault found,Oil pan gasket replacement,Electrical diagnostic,SP-134A,1.58,nan,1135.41,Jeep,Grand Cherokee,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000918,Laura Johnson,-3832,1/3/2024 0:00,14130,battery keeps dying,unable to replicate,Oil pan gasket replacement,Deferred,Transmission fluid,5.12,Unassigned,1192.54,VW,Jetta,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000918,Laura Johnson,-3832,7/11/2025 0:00,26529,battery keeps dying,worn alternator bearings,Oil pan gasket replacement,Tire balancing,Battery NAPA-65,4.61,Tina Brown,562.45,Ford,Escape,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000919,Jane Brown,-3954,5/21/2025 0:00,1731,trans slipping after warm up,suspected alternator issue,Rotor machining or replacement,Brake pad replacement,SP-134A,5.32,Carlos Garcia,363.55,Hyundai,Elantra,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000919,Jane Brown,-3954,4/20/2025 0:00,14130,steering wheel shakes bad,suspected transmission issue,Rotor machining or replacement,Customer declined service,Transmission fluid,4.33,nan,936.37,Toyota,Camry,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000920,James Brown,-7910,12/20/2022 0:00,1731,strange grinding noise,likely spark plugs,Brake pad replacement,Electrical diagnostic,Alternator Duralast,2.51,Laura Smith,771.94,Nissan,Altima,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000920,James Brown,-7910,5/2/2022 0:00,14130,oil leaking in driveway,worn alternator bearings,Brake pad replacement,Deferred,,4.76,Laura Smith,770.99,Chevrolet,Silverado,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000920,James Brown,-7910,12/6/2022 0:00,26529,battery keeps dying,likely spark plugs,Brake pad replacement,Brake pad replacement,Oil filter - FRAM PH2,1.96,Tina Brown,550.57,Honda,Civic,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000920,James Brown,-7910,5/28/2025 0:00,38928,engine light randomly comes on,no fault found,Brake pad replacement,Electrical diagnostic,Transmission fluid,4.82,Laura Smith,576.02,Dodge,Ram 1500,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000921,Robert Doe,-5757,8/9/2022 0:00,1731,strange grinding noise,suspected alternator issue,Throttle body cleaning,Customer declined service,Brake pads - Wagner,3.15,nan,465.96,Jeep,Grand Cherokee,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000921,Robert Doe,-5757,5/14/2024 0:00,14130,oil leaking in driveway,parasitic draw,Throttle body cleaning,Brake pad replacement,Brake pads - Wagner,2.06,Laura Smith,650.29,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000921,Robert Doe,-5757,1/6/2023 0:00,26529,strange grinding noise,suspected transmission issue,Throttle body cleaning,Head gasket replacement,Transmission fluid,5.33,nan,568.66,Ford,Escape,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000922,Jane Brown,-3954,7/17/2024 0:00,1731,trans slipping after warm up,likely spark plugs,Brake pad replacement,Tire balancing,Battery NAPA-65,1.93,Unassigned,551.92,Toyota,Camry,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000922,Jane Brown,-3954,1/5/2023 0:00,14130,battery keeps dying,likely spark plugs,Brake pad replacement,Deferred,,1.95,Carlos Garcia,419.26,Ford,Escape,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000923,Mike Anderson,-7461,5/8/2025 0:00,1731,check brakes - squeak,O2 sensor fault,Throttle body cleaning,Brake pad replacement,Oil filter - FRAM PH2,4.13,Mike D.,892.48,VW,Jetta,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000923,Mike Anderson,-7461,7/22/2024 0:00,14130,AC not cold enough,low refrigerant,Throttle body cleaning,Head gasket replacement,,5.55,Unassigned,519.51,Nissan,Altima,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000923,Mike Anderson,-7461,2/26/2022 0:00,26529,oil leaking in driveway,worn alternator bearings,Throttle body cleaning,Head gasket replacement,Battery NAPA-65,1.73,Laura Smith,300.56,Toyota,Camry,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000923,Mike Anderson,-7461,3/21/2022 0:00,38928,strange grinding noise,low refrigerant,Throttle body cleaning,Deferred,Brake pads - Wagner,1.93,nan,859.12,Honda,Civic,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000924,Laura Smith,-4457,1/31/2025 0:00,1731,AC not cold enough,likely spark plugs,Transmission fluid flush,Customer declined service,O2-SENSOR-BOSCH,2.46,Laura Smith,1154.78,Toyota,Camry,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000924,Laura Smith,-4457,5/6/2025 0:00,14130,customer states loud knocking sound,parasitic draw,Transmission fluid flush,Tire balancing,O2-SENSOR-BOSCH,3.11,Laura Smith,939.68,Nissan,Altima,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000925,Jane Brown,-3954,7/19/2025 0:00,1731,check brakes - squeak,likely spark plugs,Tire balancing,Head gasket replacement,O2-SENSOR-BOSCH,4.91,nan,858.17,VW,Jetta,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000925,Jane Brown,-3954,10/27/2022 0:00,14130,strange grinding noise,suspected alternator issue,Tire balancing,Tire balancing,O2-SENSOR-BOSCH,5.01,Laura Smith,1095.37,Honda,Civic,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000925,Jane Brown,-3954,5/21/2022 0:00,26529,battery keeps dying,suspected alternator issue,Tire balancing,Electrical diagnostic,O2-SENSOR-BOSCH,3.87,Mike D.,397.72,Dodge,Ram 1500,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000926,Robert Doe,-5757,2/10/2025 0:00,1731,strange grinding noise,suspected transmission issue,Rotor machining or replacement,Spark plug replacement,Transmission fluid,4.57,Laura Smith,32.06,Jeep,Grand Cherokee,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000926,Robert Doe,-5757,8/6/2023 0:00,14130,engine light randomly comes on,suspected alternator issue,Rotor machining or replacement,Brake pad replacement,,5.43,Laura Smith,511.55,Ford,Mustang,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000926,Robert Doe,-5757,4/27/2024 0:00,26529,oil leaking in driveway,suspected transmission issue,Rotor machining or replacement,Transmission fluid flush,Transmission fluid,3.13,Unassigned,65.52,Ford,Escape,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000927,Jane Smith,-5866,2/24/2024 0:00,1731,battery keeps dying,unable to replicate,Brake pad replacement,Deferred,Transmission fluid,3.4,Carlos Garcia,395.49,Jeep,Grand Cherokee,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000928,Jane Smith,-5866,11/23/2021 0:00,1731,engine light randomly comes on,bad starter relay,Brake pad replacement,Transmission fluid flush,SP-134A,2.75,Carlos Garcia,592.09,Nissan,Altima,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000928,Jane Smith,-5866,5/14/2025 0:00,14130,battery keeps dying,bad starter relay,Brake pad replacement,Electrical diagnostic,Alternator Duralast,5.33,Laura Smith,616.53,Honda,Civic,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000928,Jane Smith,-5866,11/19/2024 0:00,26529,strange grinding noise,suspected alternator issue,Brake pad replacement,Brake pad replacement,,6.12,John Doe,1196.98,Hyundai,Elantra,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000929,James Johnson,-5398,5/30/2022 0:00,1731,check brakes - squeak,likely spark plugs,Alternator replacement,Head gasket replacement,SP-134A,6.42,nan,81.44,Toyota,Camry,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000929,James Johnson,-5398,11/4/2024 0:00,14130,engine light randomly comes on,worn alternator bearings,Alternator replacement,Tire balancing,Brake pads - Wagner,5.7,Carlos Garcia,227.59,VW,Jetta,2012,8/4/2025 1:34,dev_shop_001
