VIN,Customer name and contact info,Date,Odometer reading,Complaint,Diagnosis,Recommended,ServicePerformed,Parts used,Labor hours billed,Technician,Invoice total,Make,Model,Year,Efficiency_Deviation,Efficiency_Loss,Estimated_Loss,Repeat_45d,Prev_Date,Days_Since_Last,Complaint_Similarity,Suspected_Misdiagnosis,Cluster_ID
1C4RJFAG4FC123456,Robert Doe | +1-946-957-3855,2022-01-17,8947,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000718,Jane Brown | +1-871-515-2569,2023-06-02,58586,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2022-09-13,262.0,1.0,0,2
SYNTHVIN000718,Jane Brown | +1-871-515-2569,2023-06-26,59426,Follow-up: Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,1,2023-06-02,24.0,0.8123618336997276,1,2
SYNTHVIN000718,Jane Brown | +1-871-515-2569,2024-03-13,68561,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2023-06-26,261.0,1.0,0,0
SYNTHVIN000719,James Johnson | +1-275-769-4355,2022-01-21,30787,steering vibration,Oil pan gasket leak,Alternator replacement,Spark plug replacement,Transmission fluid,2.8,Tina Brown,429.32,Ford,Mustang,1998,0.9646506467010577,64.398,64.398,0,,,0.0,0,1
SYNTHVIN000719,James Johnson | +1-275-769-4355,2022-10-20,40307,steering vibration,Oil pan gasket leak,Alternator replacement,Spark plug replacement,Transmission fluid,2.8,Tina Brown,429.32,Ford,Mustang,1998,0.9646506467010577,64.398,64.398,0,2022-01-21,272.0,1.0000000000000002,0,1
SYNTHVIN000719,James Johnson | +1-275-769-4355,2023-06-26,49022,steering vibration,Oil pan gasket leak,Alternator replacement,Spark plug replacement,Transmission fluid,2.8,Tina Brown,429.32,Ford,Mustang,1998,0.9646506467010577,64.398,64.398,0,2022-10-20,249.0,1.0000000000000002,0,1
SYNTHVIN000719,James Johnson | +1-275-769-4355,2023-07-11,49547,Follow-up: steering vibration,Oil pan gasket leak,Alternator replacement,Spark plug replacement,Transmission fluid,2.8,Tina Brown,429.32,Ford,Mustang,1998,0.9646506467010577,64.398,64.398,1,2023-06-26,15.0,0.7280118595294013,1,1
SYNTHVIN000719,James Johnson | +1-275-769-4355,2024-03-11,58087,steering vibration,Oil pan gasket leak,Alternator replacement,Spark plug replacement,Transmission fluid,2.8,Tina Brown,429.32,Ford,Mustang,1998,0.9646506467010577,64.398,64.398,0,2023-07-11,244.0,1.0000000000000002,0,1
SYNTHVIN000720,John Martinez | +1-598-904-9333,2022-01-11,67604,grinding noise on start,Faulty O2 sensor,Cap inspection or replacement,Transmission fluid flush,Oil pan gasket,2.7,Laura Smith,433.81,Honda,Civic,2012,0.8599591061708165,65.0715,65.0715,0,,,0.0,0,1
SYNTHVIN000720,John Martinez | +1-598-904-9333,2022-10-28,77754,grinding noise on start,Faulty O2 sensor,Cap inspection or replacement,Transmission fluid flush,Oil pan gasket,2.7,Laura Smith,433.81,Honda,Civic,2012,0.8599591061708165,65.0715,65.0715,0,2022-01-11,290.0,1.0000000000000002,0,1
SYNTHVIN000720,John Martinez | +1-598-904-9333,2023-06-12,85699,grinding noise on start,Faulty O2 sensor,Cap inspection or replacement,Transmission fluid flush,Oil pan gasket,2.7,Laura Smith,433.81,Honda,Civic,2012,0.8599591061708165,65.0715,65.0715,0,2022-10-28,227.0,1.0000000000000002,0,1
SYNTHVIN000720,John Martinez | +1-598-904-9333,2024-03-02,94939,grinding noise on start,Faulty O2 sensor,Cap inspection or replacement,Transmission fluid flush,Oil pan gasket,2.7,Laura Smith,433.81,Honda,Civic,2012,0.8599591061708165,65.0715,65.0715,0,2023-06-12,264.0,1.0000000000000002,0,1
SYNTHVIN000721,Robert Doe | +1-946-957-3855,2021-12-31,45812,Battery keeps dying,Bad starter relay,Throttle body cleaning,Tire balancing,Throttle cleaner,1.4,John Doe,216.53,Jeep,Grand Cherokee,2015,-0.5010309207223237,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000721,Robert Doe | +1-946-957-3855,2023-06-27,64817,Battery keeps dying,Bad starter relay,Throttle body cleaning,Tire balancing,Throttle cleaner,1.4,John Doe,216.53,Jeep,Grand Cherokee,2015,-0.5010309207223237,0.0,0.0,0,2021-12-31,543.0,1.0,0,0
SYNTHVIN000722,Laura Smith | +1-492-562-3404,2022-01-11,53751,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000722,Laura Smith | +1-492-562-3404,2022-12-30,66106,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2022-01-11,353.0,1.0000000000000002,0,0
SYNTHVIN000722,Laura Smith | +1-492-562-3404,2024-01-29,79931,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2022-12-30,395.0,1.0000000000000002,0,0
SYNTHVIN000723,Mike Anderson | +1-343-747-6372,2021-12-26,23286,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000723,Mike Anderson | +1-343-747-6372,2022-08-01,30916,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2021-12-26,218.0,1.0,0,2
SYNTHVIN000723,Mike Anderson | +1-343-747-6372,2023-03-30,39351,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2022-08-01,241.0,1.0,0,2
SYNTHVIN000723,Mike Anderson | +1-343-747-6372,2023-10-31,46876,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2023-03-30,215.0,1.0,0,2
SYNTHVIN000723,Mike Anderson | +1-343-747-6372,2024-06-17,54926,AC not cooling,O2 sensor fault,Throttle body cleaning,Rotor machining or replacement,Alternator,1.6,Carlos Garcia,370.72,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2023-10-31,230.0,1.0,0,2
SYNTHVIN000724,Carlos Smith | +1-498-228-8475,2022-01-25,45116,oil leak,Loose battery terminal,Sensor replacement,Alternator replacement,Refrigerant,1.3,Carlos Garcia,290.05,Chevrolet,Tahoe,1999,-0.6057224612525651,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000725,Robert Doe | +1-946-957-3855,2022-01-22,74024,steering vibration,Faulty spark plugs,Throttle body cleaning,Electrical diagnostic and repair,Wheel weights,0.9,Tina Brown,248.54,Jeep,Grand Cherokee,2015,-1.0244886233735313,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000725,Robert Doe | +1-946-957-3855,2022-09-21,82494,steering vibration,Faulty spark plugs,Throttle body cleaning,Electrical diagnostic and repair,Wheel weights,0.9,Tina Brown,248.54,Jeep,Grand Cherokee,2015,-1.0244886233735313,0.0,0.0,0,2022-01-22,242.0,1.0000000000000002,0,0
SYNTHVIN000725,Robert Doe | +1-946-957-3855,2023-07-20,93064,steering vibration,Faulty spark plugs,Throttle body cleaning,Electrical diagnostic and repair,Wheel weights,0.9,Tina Brown,248.54,Jeep,Grand Cherokee,2015,-1.0244886233735313,0.0,0.0,0,2022-09-21,302.0,1.0000000000000002,0,0
SYNTHVIN000725,Robert Doe | +1-946-957-3855,2024-03-22,101674,steering vibration,Faulty spark plugs,Throttle body cleaning,Electrical diagnostic and repair,Wheel weights,0.9,Tina Brown,248.54,Jeep,Grand Cherokee,2015,-1.0244886233735313,0.0,0.0,0,2023-07-20,246.0,1.0000000000000002,0,0
SYNTHVIN000726,James Brown | +1-508-906-6497,2022-01-05,39827,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,,,0.0,0,1
SYNTHVIN000726,James Brown | +1-508-906-6497,2022-12-04,51482,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2022-01-05,333.0,1.0,0,1
SYNTHVIN000726,James Brown | +1-508-906-6497,2024-01-27,66147,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2022-12-04,419.0,1.0,0,1
SYNTHVIN000727,John Martinez | +1-843-689-8379,2022-01-21,45111,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000727,John Martinez | +1-843-689-8379,2022-09-08,53161,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2022-01-21,230.0,1.0000000000000002,0,2
SYNTHVIN000727,John Martinez | +1-843-689-8379,2023-06-26,63346,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2022-09-08,291.0,1.0000000000000002,0,0
SYNTHVIN000727,John Martinez | +1-843-689-8379,2024-04-20,73811,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2023-06-26,299.0,1.0000000000000002,0,0
SYNTHVIN000728,Emily Johnson | +1-426-123-2422,2022-01-05,71289,Grinding noise when starting,Cracked oil pan,Oil pan replacement,Spark plug replacement,Alternator,1.7,Laura Smith,422.17,Honda,Accord,2003,-0.18695629913159903,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000728,Emily Johnson | +1-426-123-2422,2022-01-25,71989,Follow-up: Grinding noise when starting,Cracked oil pan,Oil pan replacement,Spark plug replacement,Alternator,1.7,Laura Smith,422.17,Honda,Accord,2003,-0.18695629913159903,0.0,0.0,1,2022-01-05,20.0,0.7885705537634946,1,0
SYNTHVIN000729,Laura Johnson | +1-962-574-2297,2022-01-04,54984,Excessive exhaust smoke,Worn gasket,Tire balancing,Tire balancing,Wheel weights,0.9,Tina Brown,222.41,Ford,Escape,2014,-1.0244886233735313,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000729,Laura Johnson | +1-962-574-2297,2023-01-27,68564,Excessive exhaust smoke,Worn gasket,Tire balancing,Tire balancing,Wheel weights,0.9,Tina Brown,222.41,Ford,Escape,2014,-1.0244886233735313,0.0,0.0,0,2022-01-04,388.0,1.0,0,0
SYNTHVIN000729,Laura Johnson | +1-962-574-2297,2023-12-28,80289,Excessive exhaust smoke,Worn gasket,Tire balancing,Tire balancing,Wheel weights,0.9,Tina Brown,222.41,Ford,Escape,2014,-1.0244886233735313,0.0,0.0,0,2023-01-27,335.0,1.0,0,0
SYNTHVIN000730,John Martinez | +1-843-689-8379,2022-01-25,29477,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000730,John Martinez | +1-843-689-8379,2023-01-15,41902,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2022-01-25,355.0,1.0000000000000002,0,2
SYNTHVIN000730,John Martinez | +1-843-689-8379,2023-12-02,53137,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2023-01-15,321.0,1.0000000000000002,0,2
SYNTHVIN000731,Jane Smith | +1-469-282-5116,2021-12-22,6128,Check engine light on,Loose gas cap,Brake pad replacement,Brake pad replacement,Spark plugs,1.3,Carlos Garcia,228.4,Chevrolet,Suburban,2013,-0.6057224612525651,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000731,Jane Smith | +1-469-282-5116,2022-09-02,15018,Check engine light on,Loose gas cap,Brake pad replacement,Brake pad replacement,Spark plugs,1.3,Carlos Garcia,228.4,Chevrolet,Suburban,2013,-0.6057224612525651,0.0,0.0,0,2021-12-22,254.0,1.0,0,4
SYNTHVIN000731,Jane Smith | +1-469-282-5116,2023-06-27,25448,Check engine light on,Loose gas cap,Brake pad replacement,Brake pad replacement,Spark plugs,1.3,Carlos Garcia,228.4,Chevrolet,Suburban,2013,-0.6057224612525651,0.0,0.0,0,2022-09-02,298.0,1.0,0,4
SYNTHVIN000731,Jane Smith | +1-469-282-5116,2024-04-02,35248,Check engine light on,Loose gas cap,Brake pad replacement,Brake pad replacement,Spark plugs,1.3,Carlos Garcia,228.4,Chevrolet,Suburban,2013,-0.6057224612525651,0.0,0.0,0,2023-06-27,280.0,1.0,0,4
SYNTHVIN000732,John Martinez | +1-843-689-8379,2022-01-17,72145,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000733,James Hodges | +1-611-101-7838,2022-01-12,61494,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000733,James Hodges | +1-611-101-7838,2023-07-07,80429,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,2022-01-12,541.0,1.0000000000000002,0,0
SYNTHVIN000734,Laura Smith | +1-492-562-3404,2022-01-10,10669,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000734,Laura Smith | +1-492-562-3404,2023-07-14,29919,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2022-01-10,550.0,1.0000000000000002,0,4
SYNTHVIN000735,Jane Smith | +1-469-282-5116,2021-12-16,31260,Check engine light on,Loose gas cap,Brake pad replacement,Brake pad replacement,Spark plugs,1.3,Carlos Garcia,228.4,Chevrolet,Suburban,2013,-0.6057224612525651,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000735,Jane Smith | +1-469-282-5116,2023-06-06,50055,Check engine light on,Loose gas cap,Brake pad replacement,Brake pad replacement,Spark plugs,1.3,Carlos Garcia,228.4,Chevrolet,Suburban,2013,-0.6057224612525651,0.0,0.0,0,2021-12-16,537.0,1.0,0,4
SYNTHVIN000736,Emily Johnson | +1-426-123-2422,2021-12-27,12842,Grinding noise when starting,Cracked oil pan,Oil pan replacement,Spark plug replacement,Alternator,1.7,Laura Smith,422.17,Honda,Accord,2003,-0.18695629913159903,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000736,Emily Johnson | +1-426-123-2422,2023-07-25,32967,Grinding noise when starting,Cracked oil pan,Oil pan replacement,Spark plug replacement,Alternator,1.7,Laura Smith,422.17,Honda,Accord,2003,-0.18695629913159903,0.0,0.0,0,2021-12-27,575.0,1.0,0,2
SYNTHVIN000737,Carlos Smith | +1-498-228-8475,2021-12-18,78535,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000737,Carlos Smith | +1-498-228-8475,2023-07-28,99080,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,2021-12-18,587.0,1.0000000000000002,0,0
SYNTHVIN000737,Carlos Smith | +1-498-228-8475,2023-08-11,99570,Follow-up: Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,1,2023-07-28,14.0,0.7688625318627549,1,0
SYNTHVIN000738,John Martinez | +1-598-904-9333,2021-12-21,42660,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000738,John Martinez | +1-598-904-9333,2023-06-12,61490,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2021-12-21,538.0,1.0,0,0
SYNTHVIN000739,Robert Doe | +1-946-957-3855,2022-01-06,59396,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000739,Robert Doe | +1-946-957-3855,2022-12-11,71261,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,2022-01-06,339.0,1.0,0,0
SYNTHVIN000739,Robert Doe | +1-946-957-3855,2023-01-02,72031,Follow-up: Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,1,2022-12-11,22.0,0.8123618336997276,1,0
SYNTHVIN000739,Robert Doe | +1-946-957-3855,2023-12-08,83931,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,2023-01-02,340.0,1.0,0,0
SYNTHVIN000740,John Martinez | +1-598-904-9333,2022-01-07,76386,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000740,John Martinez | +1-598-904-9333,2022-10-15,86221,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,2022-01-07,281.0,1.0000000000000002,0,0
SYNTHVIN000740,John Martinez | +1-598-904-9333,2023-07-17,95846,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,2022-10-15,275.0,1.0000000000000002,0,0
SYNTHVIN000740,John Martinez | +1-598-904-9333,2024-03-05,103966,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,2023-07-17,232.0,1.0000000000000002,0,0
SYNTHVIN000741,Jane Davis | +1-706-187-4360,2021-12-15,16944,Grinding noise when starting,Dirty throttle body,Sensor replacement,Battery replacement,Throttle cleaner,1.1,Laura Smith,218.07,Hyundai,Sonata,2015,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000741,Jane Davis | +1-706-187-4360,2023-01-09,30594,Grinding noise when starting,Dirty throttle body,Sensor replacement,Battery replacement,Throttle cleaner,1.1,Laura Smith,218.07,Hyundai,Sonata,2015,-0.8151055423130481,0.0,0.0,0,2021-12-15,390.0,1.0,0,4
SYNTHVIN000741,Jane Davis | +1-706-187-4360,2023-12-03,42074,Grinding noise when starting,Dirty throttle body,Sensor replacement,Battery replacement,Throttle cleaner,1.1,Laura Smith,218.07,Hyundai,Sonata,2015,-0.8151055423130481,0.0,0.0,0,2023-01-09,328.0,1.0,0,4
SYNTHVIN000742,Jane Brown | +1-871-515-2569,2021-12-14,19229,battery keeps dying,Parasitic draw,Gasket replacement,Rotor machining or replacement,Wheel weights,0.6,Carlos Garcia,102.44,Toyota,Camry,2016,-1.3385632449642557,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000742,Jane Brown | +1-871-515-2569,2022-10-20,30079,battery keeps dying,Parasitic draw,Gasket replacement,Rotor machining or replacement,Wheel weights,0.6,Carlos Garcia,102.44,Toyota,Camry,2016,-1.3385632449642557,0.0,0.0,0,2021-12-14,310.0,1.0,0,4
SYNTHVIN000742,Jane Brown | +1-871-515-2569,2023-06-03,37989,battery keeps dying,Parasitic draw,Gasket replacement,Rotor machining or replacement,Wheel weights,0.6,Carlos Garcia,102.44,Toyota,Camry,2016,-1.3385632449642557,0.0,0.0,0,2022-10-20,226.0,1.0,0,4
SYNTHVIN000742,Jane Brown | +1-871-515-2569,2024-03-03,47579,battery keeps dying,Parasitic draw,Gasket replacement,Rotor machining or replacement,Wheel weights,0.6,Carlos Garcia,102.44,Toyota,Camry,2016,-1.3385632449642557,0.0,0.0,0,2023-06-03,274.0,1.0,0,4
SYNTHVIN000743,Laura Johnson | +1-962-574-2297,2022-01-03,23511,Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,0,,,0.0,0,1
SYNTHVIN000743,Laura Johnson | +1-962-574-2297,2022-12-19,35761,Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,0,2022-01-03,350.0,1.0000000000000002,0,1
SYNTHVIN000743,Laura Johnson | +1-962-574-2297,2023-12-21,48606,Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,0,2022-12-19,367.0,1.0000000000000002,0,1
SYNTHVIN000744,Laura Smith | +1-492-562-3404,2021-12-26,66504,Check engine light on,Worn alternator bearings,Alternator replacement,Deferred,Alternator,2.2,Mike Johnson,476.12,Volkswagen,Jetta,2013,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000744,Laura Smith | +1-492-562-3404,2023-07-07,86034,Check engine light on,Worn alternator bearings,Alternator replacement,Deferred,Alternator,2.2,Mike Johnson,476.12,Volkswagen,Jetta,2013,0.3365014035196089,0.0,0.0,0,2021-12-26,558.0,1.0,0,0
SYNTHVIN000745,James Brown | +1-508-906-6497,2022-01-12,5834,Transmission slipping,Parasitic draw,Battery replacement,Electrical diagnostic and repair,Spark plugs,1.9,Carlos Garcia,288.3,Dodge,Ram 1500,2011,0.022426781928883983,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000745,James Brown | +1-508-906-6497,2023-01-20,18889,Transmission slipping,Parasitic draw,Battery replacement,Electrical diagnostic and repair,Spark plugs,1.9,Carlos Garcia,288.3,Dodge,Ram 1500,2011,0.022426781928883983,0.0,0.0,0,2022-01-12,373.0,1.0000000000000002,0,2
SYNTHVIN000745,James Brown | +1-508-906-6497,2023-12-11,30264,Transmission slipping,Parasitic draw,Battery replacement,Electrical diagnostic and repair,Spark plugs,1.9,Carlos Garcia,288.3,Dodge,Ram 1500,2011,0.022426781928883983,0.0,0.0,0,2023-01-20,325.0,1.0000000000000002,0,2
SYNTHVIN000746,Laura Johnson | +1-962-574-2297,2021-12-05,59547,AC not blowing cold,Worn alternator bearings,Gasket replacement,Head gasket replacement,Throttle cleaner,1.7,Carlos Garcia,286.78,Ford,Escape,2014,-0.18695629913159903,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000746,Laura Johnson | +1-962-574-2297,2022-09-11,69347,AC not blowing cold,Worn alternator bearings,Gasket replacement,Head gasket replacement,Throttle cleaner,1.7,Carlos Garcia,286.78,Ford,Escape,2014,-0.18695629913159903,0.0,0.0,0,2021-12-05,280.0,1.0,0,0
SYNTHVIN000746,Laura Johnson | +1-962-574-2297,2023-06-17,79112,AC not blowing cold,Worn alternator bearings,Gasket replacement,Head gasket replacement,Throttle cleaner,1.7,Carlos Garcia,286.78,Ford,Escape,2014,-0.18695629913159903,0.0,0.0,0,2022-09-11,279.0,1.0,0,0
SYNTHVIN000746,Laura Johnson | +1-962-574-2297,2024-02-29,88107,AC not blowing cold,Worn alternator bearings,Gasket replacement,Head gasket replacement,Throttle cleaner,1.7,Carlos Garcia,286.78,Ford,Escape,2014,-0.18695629913159903,0.0,0.0,0,2023-06-17,257.0,1.0,0,0
SYNTHVIN000747,Jane Brown | +1-871-515-2569,2022-01-22,67649,battery keeps dying,Low refrigerant level,Tire balancing,Starter motor replacement,Alternator,1.9,John Doe,318.35,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000747,Jane Brown | +1-871-515-2569,2022-02-20,68664,Follow-up: battery keeps dying,Low refrigerant level,Tire balancing,Starter motor replacement,Alternator,1.9,John Doe,318.35,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,1,2022-01-22,29.0,0.7570545732897584,1,0
SYNTHVIN000747,Jane Brown | +1-871-515-2569,2023-06-05,85114,battery keeps dying,Low refrigerant level,Tire balancing,Starter motor replacement,Alternator,1.9,John Doe,318.35,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2022-02-20,470.0,1.0,0,0
SYNTHVIN000748,James Hodges | +1-611-101-7838,2021-12-07,23225,Check engine light on,Cracked oil pan,Oil pan replacement,Sensor replacement,Transmission fluid,2.5,Tina Brown,415.18,Jeep,Wrangler,2001,0.6505760251103333,62.277,62.277,0,,,0.0,0,1
SYNTHVIN000748,James Hodges | +1-611-101-7838,2023-01-21,37575,Check engine light on,Cracked oil pan,Oil pan replacement,Sensor replacement,Transmission fluid,2.5,Tina Brown,415.18,Jeep,Wrangler,2001,0.6505760251103333,62.277,62.277,0,2021-12-07,410.0,1.0,0,1
